프로그램ID,프로그램세부ID,프로그램명,프로그램주제,주관부서(상위),주관부서(하위),시작일,종료일,프로그램 소개,프로그램 태그,프로그램 구분,프로그램유형1,프로그램유형2,교육방법,프로그램 시간,마일리지,참여자수,이수자수,핵심역량점수1,핵심역량점수2,핵심역량점수3,핵심역량점수4,핵심역량점수5,핵심역량점수6,핵심역량점수7,핵심역량점수8
5369,0,AI 시대 생각코딩 인지학습법,AI 시대 생각코딩 인지학습법,교수학습센터,교수학습센터,24-11-14 오후 3:00,24-11-14 오후 5:00,디지털 도구를 활용한 실습을 통해 AI 시대의 대학생들이 필수로 갖추어야 할 논리적 사고와 지식 활용 능력을 극대화하여 학습 효율을 높임,"AI,AI시대,ArtificialIntelligence,교수학습센터,디지털,생각코딩,인지학습법,자기주도,컴퓨터활용,코딩,특강,학습법,학습전략워크숍",비교과 (비학점),학습,CTL학습법 특강,대면,2,2000,18,15,1,0.6,,0.4,,,,
5365,0,프랑스 파견 설명회,프랑스 파견 설명회,국제협력팀﻿,국제협력팀﻿,24-11-18 오후 3:00,24-11-18 오후 4:30,국제협력팀에서는 프랑스 파견 설명회를 진행합니다.,"교육제도,국제협력팀,대학설명,설명회,파견,프랑스,프랑스대학,프랑스파견,학생비자",비교과 (비학점),진로,설명회/박람회,대면,1,1000,15,15,,,,,,,1,
5388,4624,[홍보광고학과] 2024 PRAD WEEK,PRAD 커리어 세미나 Part 1,사회과학대학,홍보광고학과,24-11-19 오후 4:30,24-11-19 오후 6:00,"2024 PRAD WEEK 프로그램
일시 : 2024년 11월  18일 - 11월 22일
장소 : 프로그램 별 상이","PR,PRAD,공모전,기업탐방,나스미디어,네이버,제일기획,커리어세미나,홍보광고학과",비교과 (비학점),학습,워크숍/특강,대면,2,1000,22,22,1,1,,,,,,
4960,3438,메타인지 특강: 학교 인사이드,메타인지를 위한 상황의 설계,교수학습센터,교수학습센터,24-5-7 오후 5:00,24-6-7 오전 12:00,메타인지에 대해 이해하고 메타인지 능력을 키워 학습 상황에 적용하는 데 도움을 준다.,"교수학습센터,김경일교수,메타인지,메타인지능력,심리,어쩌다어른,워크숍,인지심리,초인지,특강,학교인사이트,학습전략워크숍",비교과 (비학점),학습,CTL학습법 특강,비대면(녹화),1,1000,282,192,0.5,0.5,,,,,,
4970,3698,2024-1 WE Start 프로그램,학습역량진단검사 및 맞춤형 학습컨설팅,교수학습센터,교수학습센터,24-5-8 오후 1:00,24-7-11 오후 5:00,"자존감 및 회복탄력성 특강을 통해 자존감의 수준을 파악하고 학습동기를 높이는 방법을 알아보며, 진단도구 기반 맞춤형 학습컨설팅을 통해 학습역량 증진에 기여함","CTL특강,WEStart,교수학습센터,위스타트,자존감,점프업,진단도구기반,특강,학습동기,학습법,학습역량,학습컨설팅,회복탄력성",비교과 (비학점),학습,CTL학습법 특강,비대면(녹화),1,1000,21,21,0.6,0.4,,,,,,
4862,0,2024-1 외국인 학생 한국전통문화체험: 민속촌 방문,2024-1 외국인 학생 한국전통문화체험: 민속촌 방문,국제처,유학생서비스팀,24-5-10 오전 8:30,24-5-10 오후 5:00,"외국인 학생들이 민속촌을 방문하여 다양한 한국 문화를 체험해보고 한국 전통 문화에 대한 이해를 높임
대상: 외국인 유학생, 교환학생
Exciting activities for international studentst to learn Korean culture","folkvillage,internationalstudent,Koreanculture,교환학생,문화이해,문화체험,민속촌,외국인유학생,유학생,학생활동,한국문화,한국체험",비교과 (비학점),학생활동,전시/견학/답사,대면,5,0,19,19,,,,,,,2.5,2.5
5111,3757,2024 졸업생대상 취업지원 프로그램 - 『준비된 전문인-직무심화교육』_IT과정,준비된 전문인 직무심화교육_직무 실습 및 피드백,대학일자리플러스센터,대학일자리플러스센터,24-8-30 오후 4:00,24-8-30 오후 6:00,"대상: 졸업 후 2년 이내 미취업 졸업생
지원 희망 직무 중심의 직무 이해 특강과 실무 과제 실습","CJ푸드빌,IT과정,대학일자리센터,미취업,실무과제,실습,졸업생대상,직무실습,직무심화,직무이해,피드백",비교과 (비학점),취업,특강/워크숍/캠프,비대면(실시간),2,2000,4,2,1,,,1,,,,
5168,3604,2024학년도 2학기 한국어클리닉,한국어클리닉(논문),국제처,유학생서비스팀,24-9-2 오전 9:00,24-11-29 오후 11:45,한국어 작문에 어려움을 겪는 외국인 유학생이 논문 및 보고서(과제) 한국어 첨삭 지도를  받을 수 있는 프로그램,"과제,국제처,논문,보고서,외국인유학생,유학생,유학생서비스팀,첨삭지도,클리닉,한국어,한국어문법,한국어작문",비교과 (비학점),학습,외국어학습,"해당없음(공모전, 콘테스트 등)",1,0,1,1,,1,,,,,,
5168,3605,2024학년도 2학기 한국어클리닉,한국어클리닉(보고서),국제처,유학생서비스팀,24-9-2 오전 9:00,24-11-29 오후 11:45,한국어 작문에 어려움을 겪는 외국인 유학생이 논문 및 보고서(과제) 한국어 첨삭 지도를  받을 수 있는 프로그램,"과제,국제처,논문,보고서,외국인유학생,유학생,유학생서비스팀,첨삭지도,클리닉,한국어,한국어문법,한국어작문",비교과 (비학점),학습,외국어학습,"해당없음(공모전, 콘테스트 등)",1,0,2,2,,1,,,,,,
5126,0,2024-2 학습컨설팅,2024-2 학습컨설팅,교수학습센터,교수학습센터,24-9-2 오전 9:30,24-12-20 오후 5:30,학습역량진단 결과를 바탕으로 학습자의 수준에 맞는 맞춤형 컨설팅 제공을 통해 학업 적응 및 학습전략 이해 및 역량 증진에 도움을 주는 프로그램,"교수학습센터,맞춤형컨설팅,상담,역량개발,역량증진,온라인진단검사,진로탐색,컨설턴트,컨설팅,학습동기,학습역량,학습역량진단,학습전략,학습컨설팅",비교과 (비학점),학습,CTL학습컨설팅,대면 비대면 병행(실시간),1,1000,106,83,1,,,,,,,
5367,0,미국 대학 단기 프로그램 설명회 (UC Berkeley),미국 대학 단기 프로그램 설명회 (UC Berkeley),국제협력팀﻿,국제협력팀﻿,24-11-21 오후 3:00,24-11-21 오후 4:00,UC Berkeley의 Summser Session 및 미국 캘리포니아 생활 설명을 대학 관계자가 영어로 진행하는 프로그램 입니다.,"SummserSession,UCBerkeley,국제협력팀,단기프로그램,미국 캘리포니아,미국대학,설명회",비교과 (비학점),진로,설명회/박람회,대면,1,1000,63,33,0.5,,,,,,0.5,
5388,4625,[홍보광고학과] 2024 PRAD WEEK,Global Winners’ PT,사회과학대학,홍보광고학과,24-11-20 오전 10:30,24-11-20 오후 12:00,"2024 PRAD WEEK 프로그램
일시 : 2024년 11월  18일 - 11월 22일
장소 : 프로그램 별 상이","PR,PRAD,공모전,기업탐방,나스미디어,네이버,제일기획,커리어세미나,홍보광고학과",비교과 (비학점),학습,워크숍/특강,대면,2,1000,29,29,1,1,,,,,,
5388,4626,[홍보광고학과] 2024 PRAD WEEK,PRAD 커리어 세미나 Part 2,사회과학대학,홍보광고학과,24-11-20 오후 4:30,24-11-20 오후 6:00,"2024 PRAD WEEK 프로그램
일시 : 2024년 11월  18일 - 11월 22일
장소 : 프로그램 별 상이","PR,PRAD,공모전,기업탐방,나스미디어,네이버,제일기획,커리어세미나,홍보광고학과",비교과 (비학점),학습,워크숍/특강,대면,2,1000,30,30,1,1,,,,,,
4943,0,2024-1 버크만 진단을 활용한 그룹컨설팅,2024-1 버크만 진단을 활용한 그룹컨설팅,교수학습센터,교수학습센터,24-5-10 오후 1:30,24-5-24 오후 3:00,버크만 진단기반 그룹컨설팅(3회기) 참여를 통해 개인의 특성 및 흥미를 분석하고 자신에게 맞는 직무 스타일을 이해함,"개인특성분석,교수학습센터,그룹컨설팅,버크만,버크만진단,상담,선호직무,스트레스관리,직무이해,집단컨설팅,컨설팅,학습컨설팅,흥미분석",비교과 (비학점),학습,CTL학습컨설팅,대면,5,3000,21,18,,2,,1.5,1.5,,,
4964,0,2024학년도 1학기 산학협력 현장실습 온라인 설명회,2024학년도 1학기 산학협력 현장실습 온라인 설명회,인재개발센터,인재개발센터,24-5-13 오후 3:00,24-5-13 오후 4:00,산학협력 현장실습 프로그램에 대한 전반적인 사항을 소개하여 실습계획을 세울수 있도록 하는 설명회입니다.,"산학협력,설명회,소개,실습계획,온라인,프로그램,현장실습",비교과 (비학점),취업,설명회/박람회,비대면(실시간),1,1000,134,92,0.4,0.4,,,0.2,,,
4958,0,[2024 시각영상디자인과 1학기 비교과 특강] 게임 캐릭터 애니메이션과 모션그래픽 특강,[2024 시각영상디자인과 1학기 비교과 특강] 게임 캐릭터 애니메이션과 모션그래픽 특강,미술대학,시각·영상디자인과,24-5-13 오후 5:00,24-5-13 오후 8:00,"본 강의는 취업 포트폴리오를 준비하는 학생들에게 적합한 강의입니다.
 `SpongeBob Adventures In A Jam`, `SpongeBob Krusty Cook Off` 을 통해 캐릭터 애니메이션 모션그래픽의 컨셉아트부터 애니메이팅까지의 과정을 이해하고 학습하는 강의입니다.","게임캐릭터,모션그래픽,시각영상디자인과,애니메이션,애니메이팅,취업,캐릭터,컨셉아트,포트폴리오",비교과 (비학점),학습,전공능력연계,대면,3,1000,22,22,0.9,,,2.1,,,,
5160,0,피아노과_졸업생 취업 특강 (1차),피아노과_졸업생 취업 특강 (1차),음악대학,피아노과,24-9-5 오후 4:00,24-9-5 오후 6:00,졸업생들 진로 및 취업 특강,"선배와의대화,전공별진로취업,졸업생특강,취업특강,피아노과",비교과 (비학점),취업,전공별진로취업,대면,2,2000,50,50,,2,,,,,,
5164,4463,파워포인트 활용법,1. 파워포인트 디자인 기법,교수학습센터,교수학습센터,24-9-2 오후 3:00,24-10-1 오전 12:00,파워포인트(PPT) 디자인 및 슬라이드 마스터 활용 기법을 학습한다.,"ppt,PPT디자인,교수학습센터,마스터활용,슬라이드마스터,컴퓨터,컴퓨터활용,템플릿작성,파워포인트,파워포인트활용법,프레젠테이션",비교과 (비학점),학습,워크숍/특강,비대면(녹화),1,1000,489,255,0.4,0.6,,,,,,
5164,4464,파워포인트 활용법,2. 슬라이드 마스터를 활용한 템플릿 작성법,교수학습센터,교수학습센터,24-9-2 오후 3:00,24-10-1 오전 12:00,파워포인트(PPT) 디자인 및 슬라이드 마스터 활용 기법을 학습한다.,"ppt,PPT디자인,교수학습센터,마스터활용,슬라이드마스터,컴퓨터,컴퓨터활용,템플릿작성,파워포인트,파워포인트활용법,프레젠테이션",비교과 (비학점),학습,워크숍/특강,비대면(녹화),1,1000,482,235,0.4,0.6,,,,,,
5123,4445,"[특강]김앤장 법률사무소 변호사, 노무사와 함께하는 노동법 교실",(1회차) 9월 6일(금): <노동관계법령에 대한 개관>,대학일자리플러스센터,대학일자리플러스센터,24-9-6 오후 3:00,24-9-6 오후 5:00,"장래의 기업 인사·노무 관리자, 변호사, 노무사를 희망하거나 노동관계법령을 알고자 하는 학생들의 경력개발을 지원하기 위한 `6회차 취업특강(노동법 교실)`입니다.","경력개발처윤경희교수,김앤장,노동법,노동법교실,노무사,대학일자리센터,법률사무소,변호사,세미나,특별세미나",비교과 (비학점),학습,워크숍/특강,대면,2,2000,111,84,1,,,1,,,,
5388,4628,[홍보광고학과] 2024 PRAD WEEK,PAC 공모전 본선대회,사회과학대학,홍보광고학과,24-11-21 오후 5:00,24-11-21 오후 8:00,"2024 PRAD WEEK 프로그램
일시 : 2024년 11월  18일 - 11월 22일
장소 : 프로그램 별 상이","PR,PRAD,공모전,기업탐방,나스미디어,네이버,제일기획,커리어세미나,홍보광고학과",비교과 (비학점),학습,워크숍/특강,대면,3,1000,9,9,1.5,1.5,,,,,,
5388,4627,[홍보광고학과] 2024 PRAD WEEK,PRAD 프로 특강,사회과학대학,홍보광고학과,24-11-21 오후 3:00,24-11-21 오후 4:30,"2024 PRAD WEEK 프로그램
일시 : 2024년 11월  18일 - 11월 22일
장소 : 프로그램 별 상이","PR,PRAD,공모전,기업탐방,나스미디어,네이버,제일기획,커리어세미나,홍보광고학과",비교과 (비학점),학습,워크숍/특강,대면,2,1000,26,26,1,1,,,,,,
5124,4488,2024-2학기 수학과 콜로키움,2024 2학기 수학과 콜로키움 5차 (11월 28일),이과대학,수학과,24-11-21 오후 5:00,24-11-28 오후 6:00,2024-2학기 수학과 콜로키움,"수학과,수학과콜로키움,콜로키움",,기타,졸업요건(졸업을 위한 필수 과정 등),대면,1,0,25,25,0.5,0.5,,,,,,
5344,0,2024-2 외국인 학생 한국전통문화체험: 도자기 만들기,2024-2 외국인 학생 한국전통문화체험: 도자기 만들기,국제처,유학생서비스팀,24-11-22 오전 9:00,24-11-22 오후 5:00,"외국인 학생들이 도자기 체험학교를 방문하여 직접 도자기를 만들어 보고 한국 전통 문화에 대한 이해를 높임
대상: 외국인 유학생
Exciting activities for international studentst to learn Korean culture","internationalstudent,Koreanculture,도자기,문화체험,외국인유학생,유학생,유학생서비스팀,통일전망대,학교적응,한국문화",비교과 (비학점),학생활동,전시/견학/답사,대면,4,0,27,27,,,,,,,2,2
4952,0,[행정학과]2024년 진로 특강,[행정학과]2024년 진로 특강,사회과학대학,행정학과,24-5-14 오후 5:00,24-5-14 오후 7:00,진로 그룹 코칭 및 진로 컨설팅,"진로취업,행정학과",비교과 (비학점),진로,특강/워크숍/캠프,대면,2,2000,14,8,,2,,,,,,
4901,0,2024학년도 금융공학 연계전공 전공설명회,2024학년도 금융공학 연계전공 전공설명회,이과대학,수학과,24-5-16 오후 4:30,24-5-16 오후 5:30,2024학년도 금융공학 연계전공 전공설명회,"경영,경제,금융공학,수학,연계전공",비교과 (비학점),기타,"학과행정(전공설명회, 개강총회 등)",대면,1,0,16,9,0.3,0.7,,,,,,
4981,0,[공예과 진로취업 특강] 주얼리 MD 직무 이해 및 취업 특강,[공예과 진로취업 특강] 주얼리 MD 직무 이해 및 취업 특강,미술대학,공예과,24-5-17 오후 5:00,24-5-17 오후 7:00,2024 주얼리 MD로서의 진로를 구체적으로 알아봄으로서 학생들이 해당 분야에 대한 계획을 세우는데 도움을 주는 프로그램입니다.,"md,공예,공예과,금속공예,주얼리,쥬얼리,취업,취업특강",비교과 (비학점),취업,전공별진로취업,대면,2,2000,15,15,0.6,,,0.4,0.4,0.6,,
4909,0,[중앙도서관]김애린 작가  초청 강연회,[중앙도서관]김애린 작가  초청 강연회,중앙도서관,학술정보지원팀,24-5-20 오후 4:00,24-5-20 오후 6:00,[중앙도서관]김애란 작가  초청 강연회,"강연회,김애란작가,김애란작가를만나다,김애란작가초청강연회,작가,작가초청,중앙도서관,특강",비교과 (비학점),학습,워크숍/특강,대면,2,1000,233,133,,1,,,1,,,
5147,0,[재맞고] 2024 외국계기업 취업전략 설명회,[재맞고] 2024 외국계기업 취업전략 설명회,대학일자리플러스센터,대학일자리플러스센터,24-9-13 오전 11:00,24-9-13 오후 12:00,외국계기업 채용동향 및 취업준비 전략 안내,"대학일자리플러스센터,외국계,외국계기업,취업전략,취업준비,취업특강",비교과 (비학점),취업,특강/워크숍/캠프,비대면(실시간),1,1000,200,149,1,,,,,,,
5204,0,[행정학과]2024년 전공별 진로·취업 비교과 프로그램 (1차),[행정학과]2024년 전공별 진로·취업 비교과 프로그램 (1차),사회과학대학,행정학과,24-9-9 오후 6:00,24-9-9 오후 8:00,`채용시장 변화에 대응하는 취업 전략` 주제로 특강을 진행합니다.,"전공별진로취업,진로취업,채용시장,취업전략,취업준비,한국고용정보원,행정학과",비교과 (비학점),취업,전공별진로취업,대면,2,2000,12,11,2,,,,,,,
5207,0,2024학년도 2학기 비교과프로그램 운영자 교육,2024학년도 2학기 비교과프로그램 운영자 교육,교육혁신원,대학IR센터,24-9-12 오후 2:00,24-9-12 오후 3:30,"비교과교육과정 소개,  비대면 비교과프로그램 운영매뉴얼 및 비교과통합관리 시스템 활용 방안 교육","교육,대면,대학IR센터,비교과,시스템활용,운영교육,운영자,질의응답",,기타,행정지원,대면,1,0,15,15,,,,1,,,,
5162,0,피아노과_엘렉톤 마스터클래스,피아노과_엘렉톤 마스터클래스,음악대학,피아노과,24-9-12 오후 4:00,24-9-12 오후 6:00,엘렉톤 마스터클래스,"마스터클래스,엘렉톤,전공별진로취업,취업연계,피아노과",비교과 (비학점),취업,전공별진로취업,대면,2,2000,48,48,,2,,,,,,
5409,0,[Chat gpt 특강] 학업과 연구를 위한 생성형 AI 핵심 기능들의 활용 - 경희대 김태용 교수님,[Chat gpt 특강] 학업과 연구를 위한 생성형 AI 핵심 기능들의 활용 - 경희대 김태용 교수님,대학일자리플러스센터,대학일자리플러스센터,24-11-22 오후 3:00,24-11-22 오후 5:00,"경희대학교 미디어학과 김태용 교수님은 `인공지능을 활용한 사회과학 연구방법`의 저자이시며, 현재 인공지능 연구소를 운영하고 계신다.","AI,ChatGPT,GPT,대학일자리센터,사회과학,생산형AI,연구방법,인공지능활용,진로특강",비교과 (비학점),진로,특강/워크숍/캠프,대면,2,2000,78,67,,2,,,,,,
5268,0,2024-2 지식재산능력시험(IPAT) 응시료  지원,2024-2 지식재산능력시험(IPAT) 응시료  지원,부총장직속기구,​신산업지식재산융합인재양성사업단,24-11-23 오전 12:00,24-11-23 오후 11:45,지식재산 직무 분석을 근거로 설계된 지식재산 역량 검증 시험인 지식재산능력시험(IPAT)은 특허·실용신안상표·디자인·저작권 등 지식재산 전 분야에 관한 기본 지식과 실무 능력을 객관적으로 검증할 수 있는 지식재산 분야 최초 국가공인 자격시험임,"신산업,신산업지식재산융합인재양상사업단,자격시험,자격증,지식재산,지식재산능력시험",비교과 (비학점),기타,행정지원,"해당없음(공모전, 콘테스트 등)",2,0,76,76,1.2,,,0.8,,,,
5397,0,SAF 프로그램 설명회,SAF 프로그램 설명회,국제협력팀﻿,국제협력팀﻿,24-11-26 오후 4:00,24-11-26 오후 5:00,"SAF에서 진행하는 자비교환학생, 해외인턴십 및 방학 중 단기 프로그램에 대해 소개합니다.","SAF,국제협력팀,미국,방학단기프로그램,설명회,인디애나주,자비교환학생,해외인턴십",비교과 (비학점),진로,설명회/박람회,대면,1,1000,60,40,0.5,,,,,,0.5,
5262,0,[문화관광외식학과] 5. 2024학년도 제1회 문화관광외식학과 대학원 학술제,[문화관광외식학과] 5. 2024학년도 제1회 문화관광외식학과 대학원 학술제,문과대학,문과대학,24-11-27 오전 11:00,24-11-27 오후 1:00,"[2024학년도 전공별 진로취업 비교과 프로그램] 5. 제1회  문화관광외식학과 대학원 학술제

★ 문화, 관광, 외식 분야의 다양한 연구를 공유하고 학문 발전을 위해 소통하는 장이 될 것임.","대학원,문화관광외식학과,소통,연구공유,학문발전,학술연구발표,학술제",비교과 (비학점),취업,전공별진로취업,대면,2,1000,17,14,,0.8,,0.6,,,0.6,
4836,0,"[독일언어문화학과] 6.노무사의 항해일지 (최아영, 15학번, 노무법인 화해)","[독일언어문화학과] 6.노무사의 항해일지 (최아영, 15학번, 노무법인 화해)",문과대학,독일언어·문화학과,24-5-21 오후 3:00,24-5-21 오후 5:00,"특강 주제 : 노무사의 향해일지
특강 연사 : 최아영 (15학번, 노무법인 화해)
일시 : 5/21 (화) 15:00-17:00
장소 : 순헌관 322호","노무법인,노무사,독언문,독일언어문화학과,선배꿀팁,선배만남시리즈,선배와의대화,진로,진로고민,진로탐색,취업,특강",비교과 (비학점),진로,특강/워크숍/캠프,대면,2,2000,20,6,1,1,,,,,,
4970,4357,2024-1 WE Start 프로그램,워크숍(1차): 자존감·회복탄력성을 통해 나를 이해하기,교수학습센터,교수학습센터,24-5-22 오전 9:00,24-7-15 오전 12:00,"자존감 및 회복탄력성 특강을 통해 자존감의 수준을 파악하고 학습동기를 높이는 방법을 알아보며, 진단도구 기반 맞춤형 학습컨설팅을 통해 학습역량 증진에 기여함","CTL특강,WEStart,교수학습센터,위스타트,자존감,점프업,진단도구기반,특강,학습동기,학습법,학습역량,학습컨설팅,회복탄력성",비교과 (비학점),학습,CTL학습법 특강,비대면(녹화),1,1000,61,49,0.6,0.4,,,,,,
4970,4358,2024-1 WE Start 프로그램,워크숍(2차): 학습동기 Up! 자존감을 높이는 법,교수학습센터,교수학습센터,24-5-22 오전 9:00,24-7-15 오전 12:00,"자존감 및 회복탄력성 특강을 통해 자존감의 수준을 파악하고 학습동기를 높이는 방법을 알아보며, 진단도구 기반 맞춤형 학습컨설팅을 통해 학습역량 증진에 기여함","CTL특강,WEStart,교수학습센터,위스타트,자존감,점프업,진단도구기반,특강,학습동기,학습법,학습역량,학습컨설팅,회복탄력성",비교과 (비학점),학습,CTL학습법 특강,비대면(녹화),1,1000,61,47,0.6,0.4,,,,,,
4676,4043,2024-1학기 수학과 콜로키움,2024 1학기 수학과 콜로키움 4차 (5월23일),이과대학,수학과,24-5-23 오후 5:00,24-5-23 오후 6:00,2024-1학기 수학과 콜로키움,"수학과,수학과콜로키움,콜로키움",,기타,졸업요건(졸업을 위한 필수 과정 등),대면,1,0,20,16,0.5,0.5,,,,,,
5123,4446,"[특강]김앤장 법률사무소 변호사, 노무사와 함께하는 노동법 교실",(2회차) 9월 13일(금): <개별적 노동관계법>,대학일자리플러스센터,대학일자리플러스센터,24-9-13 오후 3:00,24-9-13 오후 5:00,"장래의 기업 인사·노무 관리자, 변호사, 노무사를 희망하거나 노동관계법령을 알고자 하는 학생들의 경력개발을 지원하기 위한 `6회차 취업특강(노동법 교실)`입니다.","경력개발처윤경희교수,김앤장,노동법,노동법교실,노무사,대학일자리센터,법률사무소,변호사,세미나,특별세미나",비교과 (비학점),학습,워크숍/특강,대면,2,2000,107,79,1,,,1,,,,
5124,4484,2024-2학기 수학과 콜로키움,2024 2학기 수학과 콜로키움 1차 (9월 19일),이과대학,수학과,24-9-19 오후 5:00,24-9-19 오후 6:00,2024-2학기 수학과 콜로키움,"수학과,수학과콜로키움,콜로키움",,기타,졸업요건(졸업을 위한 필수 과정 등),대면,1,0,32,31,0.5,0.5,,,,,,
5123,4447,"[특강]김앤장 법률사무소 변호사, 노무사와 함께하는 노동법 교실",(3회차) 9월 20일(금): <노사관계 환경과 노동조합법-①>,대학일자리플러스센터,대학일자리플러스센터,24-9-20 오후 3:00,24-9-20 오후 5:00,"장래의 기업 인사·노무 관리자, 변호사, 노무사를 희망하거나 노동관계법령을 알고자 하는 학생들의 경력개발을 지원하기 위한 `6회차 취업특강(노동법 교실)`입니다.","경력개발처윤경희교수,김앤장,노동법,노동법교실,노무사,대학일자리센터,법률사무소,변호사,세미나,특별세미나",비교과 (비학점),학습,워크숍/특강,대면,2,2000,104,72,1,,,1,,,,
5209,0,2024_작곡과(1차)_Master Class,2024_작곡과(1차)_Master Class,음악대학,작곡과,24-9-23 오후 3:00,24-9-23 오후 5:00,지성민 작곡가의 작품 세계를 알아보고 공개 레슨 및 토론이 진행됩니다.,"MASTERCLASS,공개레슨,마스터클래스,작곡,작곡가,작곡과,작곡레슨,전공별진로취업,지성민,토론",비교과 (비학점),취업,전공별진로취업,대면,3,2000,11,11,,,1.5,,,,1.5,
4824,0,2024-1 지식재산능력시험(IPAT) 응시료  지원,2024-1 지식재산능력시험(IPAT) 응시료  지원,부총장직속기구,​신산업지식재산융합인재양성사업단,24-5-25 오전 12:00,24-5-25 오후 11:45,지식재산 직무 분석을 근거로 설계된 지식재산 역량 검증 시험인 지식재산능력시험(IPAT)은 특허·실용신안상표·디자인·저작권 등 지식재산 전 분야에 관한 기본 지식과 실무 능력을 객관적으로 검증할 수 있는 지식재산 분야 최초 국가공인 자격시험임,"IPAT,신산업,신산업지식재산융합인재양상사업단,응시료지원,자격시험,자격증,지식재산,지식재산능력시험",비교과 (비학점),기타,행정지원,"해당없음(공모전, 콘테스트 등)",2,0,78,66,1.2,,,0.8,,,,
4986,0,직업기초능력 학습을 통한 진로준비 Up시키기,직업기초능력 학습을 통한 진로준비 Up시키기,교수학습센터,교수학습센터,24-5-29 오후 4:30,24-5-29 오후 6:00,NCS기반 기업 채용에서 주목하고 있는 직업기초능력을 학습하고 향상시켜 진로 준비의 기초 다지기,"NCS,기업,직업,직업기초능력,진로,진로고민,진로탐색,채용",비교과 (비학점),학습,워크숍/특강,대면,1,1000,33,28,0.3,0.4,,0.3,,,,
4676,4044,2024-1학기 수학과 콜로키움,2024 1학기 수학과 콜로키움 5차 (5월30일),이과대학,수학과,24-5-30 오후 5:00,24-5-30 오후 6:00,2024-1학기 수학과 콜로키움,"수학과,수학과콜로키움,콜로키움",,기타,졸업요건(졸업을 위한 필수 과정 등),대면,1,0,30,26,0.5,0.5,,,,,,
4976,0,폐강_현장실무 중심 제품디자인 개발 프로세스 이론 및 실습교육,폐강_현장실무 중심 제품디자인 개발 프로세스 이론 및 실습교육,미술대학,산업디자인과,24-6-3 오전 10:00,24-7-31 오후 11:45,"• 현장 중심 실무분야에 자기 주도적 디자인 역량강화
• 창의적 사고 및 협업능력과 현장 적응력 고취
• 진로 선택에 있어 맞춤형 기회와 취업정보 제공","smid,산업디자인,제품디자인",비교과 (비학점),기타,폐강 및 수료자0,대면,2,8000,0,0,0.6,,,0.8,,0.6,,
5123,4448,"[특강]김앤장 법률사무소 변호사, 노무사와 함께하는 노동법 교실",(4회차) 9월 27일(금): <노사관계 환경과 노동조합법-②>,대학일자리플러스센터,대학일자리플러스센터,24-9-27 오후 3:00,24-9-27 오후 5:00,"장래의 기업 인사·노무 관리자, 변호사, 노무사를 희망하거나 노동관계법령을 알고자 하는 학생들의 경력개발을 지원하기 위한 `6회차 취업특강(노동법 교실)`입니다.","경력개발처윤경희교수,김앤장,노동법,노동법교실,노무사,대학일자리센터,법률사무소,변호사,세미나,특별세미나",비교과 (비학점),학습,워크숍/특강,대면,2,2000,83,61,1,,,1,,,,
5239,4506,2024-2 그룹  학습컨설팅,수업 연계 그룹컨설팅,교수학습센터,교수학습센터,24-9-24 오후 1:30,24-9-24 오후 2:45,"맞춤형 그룹 학습컨설팅(수업 연계 컨설팅, 버크만  그룹 컨설팅) 운영","교수학습센터,그룹컨설팅,버크만,버크만그룹컨설팅,수업연계,온라인진단검사,적성,직무,집단컨설팅,집단학습컨설팅,컨설팅,학습컨설팅",비교과 (비학점),학습,CTL학습컨설팅,대면,1,1000,33,33,1,,,,,,,
5242,0,2024학년도 2학기 비교과프로그램 운영자 교육(녹화영상),2024학년도 2학기 비교과프로그램 운영자 교육(녹화영상),교육혁신원,대학IR센터,24-9-24 오후 2:00,25-2-28 오후 3:30,"비교과교육과정 소개,  비대면 비교과프로그램 운영매뉴얼 및 비교과통합관리 시스템 활용 방안 교육","교육,녹화영상,비교과,비교과운영자,운영자",,기타,행정지원,비대면(녹화),1,0,2,2,,,,1,,,,
5217,0,바로 활용할 수 있는 토론 전략,바로 활용할 수 있는 토론 전략,교수학습센터,교수학습센터,24-9-27 오후 3:00,24-9-27 오후 5:00,잘파(Zalpha)세대를 위한 흥미진진 토론학습,"3분스피치,교수학습센터,논증,설득의힘,잘파,토론,토론전략,토론학습,학습전략워크숍",비교과 (비학점),학습,워크숍/특강,대면,2,2000,15,10,,,,,,2,,
4944,4319,[진로연계] 한국어문학부 진로 탐색 프로그램,[동문 선배 특강] 배연승 동문 (교사),문과대학,한국어문학부,24-6-14 오전 10:00,24-6-14 오후 12:00,"<한국어문학부 진로 탐색 프로그램>은 한국어문학부 학생들이 전공 분야의 진로에 대한 정보를 얻고, 탐색해 볼 수 있는 기회를 제공합니다. 외부에서 활발히 활동하고 있는 동문 선배들 특강과 더불어 전공교수와의 진로 간담회를 분야별로 진행하기에, 학생들이 자신의 적성에 맞는 진로를 탐색해 보고, 해당 분야로 진출하는 데 도움을 주고자 합니다. 이 프로그램을 통해 진출분야에 대한 정보를 미리 확인해 보고, 구체적인 진로를 설계해 볼 수 있을 것입니다.","공공기관,교직,기자,동문특강,선배특강,실무자특강,언론사,정부기관,진로연계비교과,진로탐색,한국어문학부",비교과 (비학점),취업,전공별진로취업,대면,2,2000,27,22,,0.8,0.6,,0.6,,,
